Age,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,LoanApproved
52,633,Employed,Master,26,19173,36,Single,2,Rent,248,0.4535848183536967,1,1,0,Other,1,32,29,2017,2501,42976,5655,15225.833333333334,0.8582845332422484,7,1
22,551,Employed,Associate,0,36143,48,Married,2,Rent,991,0.0536007616970665,7,0,0,Auto,1,24,21,13510,1005,17225,6282,4227.166666666667,0.5686128077650887,5,0
40,491,Employed,High School,18,17323,84,Married,0,Rent,193,0.3735400406190902,4,1,0,Auto,0,24,11,3352,1247,186235,102060,2943.583333333333,0.6933828945029459,4,0
59,626,Employed,High School,39,18163,108,Divorced,0,Rent,576,0.1008632807125212,3,1,0,Home,0,29,15,31848,1117,32965,23320,11337.166666666666,0.5505547180534063,3,1
37,573,Employed,High School,15,17011,36,Married,1,Mortgage,174,0.1331658328983042,4,1,0,Auto,0,26,29,2881,2087,89834,11804,5214.75,0.976725509973188,5,1
51,590,Self-Employed,Bachelor,30,31720,60,Married,1,Mortgage,382,0.2621200924792456,4,2,0,Home,0,17,1,9868,4046,120271,5510,3878.0833333333335,0.8799329372892203,3,0
45,445,Employed,Associate,22,17689,108,Married,4,Rent,858,0.5883362851622843,2,3,0,Auto,1,25,22,13130,1043,14173,1119,4895.0,0.936508452201667,5,0
51,567,Employed,High School,32,36386,36,Married,4,Rent,125,0.6048021784239087,2,1,0,Home,0,25,29,1734,1898,594070,8501,4403.583333333333,0.8863736040782328,2,1
30,601,Unemployed,Master,8,22377,72,Single,0,Mortgage,391,0.4125093312175181,2,1,0,Debt Consolidation,0,31,1,2324,8115,10439,9535,3868.9166666666665,0.8251455558078061,4,0
30,519,Employed,Doctorate,10,31463,24,Married,0,Mortgage,186,0.2398411046196939,2,0,0,Home,0,26,19,3516,665,49185,69380,4977.5,0.9748515037098062,4,0
40,568,Employed,High School,16,16543,60,Married,0,Mortgage,557,0.5054113526304378,2,2,0,Auto,0,30,16,3936,935,108423,7138,1665.6666666666667,0.8071045296847155,4,0
21,568,Employed,High School,0,30249,36,Single,2,Own,263,0.3085629813060048,4,1,0,Other,0,31,9,7525,992,79752,11321,2515.583333333333,0.5774834851554717,4,0
36,486,Employed,Associate,15,26563,108,Married,4,Mortgage,336,0.1442777264051835,2,1,0,Education,0,26,5,2610,1083,189790,24771,4843.166666666667,0.7315892763780079,4,0
43,593,Employed,Associate,20,18531,72,Single,0,Own,243,0.4340959739196697,5,0,0,Debt Consolidation,0,31,8,1994,484,120081,26771,2868.1666666666665,0.6569539928018243,6,0
61,654,Employed,Bachelor,39,22530,60,Married,3,Mortgage,248,0.1982286207619176,0,2,0,Home,0,26,4,848,3821,52178,28638,2534.1666666666665,0.8340193240242341,4,0
44,600,Employed,Bachelor,17,23662,60,Single,2,Own,458,0.1876224109947823,2,1,0,Auto,0,30,28,774,316,72600,26622,4168.25,0.9133561508445088,6,1
47,624,Employed,High School,23,11549,48,Married,1,Rent,361,0.2022972193869134,2,1,0,Debt Consolidation,0,28,26,1349,2232,92339,39518,2968.6666666666665,0.7948739660749613,7,0
53,604,Employed,Bachelor,30,27796,60,Married,0,Mortgage,197,0.3827314076218273,5,1,0,Home,0,13,10,14414,883,15297,7555,2187.1666666666665,0.9289431813060526,4,0
28,603,Employed,Associate,5,21675,84,Divorced,3,Rent,848,0.073038600678057,1,1,1,Debt Consolidation,0,27,23,1905,338,87317,27723,1627.9166666666667,0.8899920955723551,4,0
38,612,Unemployed,Doctorate,20,13714,36,Married,2,Mortgage,250,0.2587678043570002,4,0,0,Auto,0,26,25,1322,144,26002,81010,5561.833333333333,0.9473815186848304,7,0
69,652,Employed,Associate,44,14092,36,Married,0,Mortgage,405,0.133891167009635,1,0,0,Debt Consolidation,0,18,13,4549,1597,237429,12344,5254.75,0.804590687300898,6,1
39,602,Employed,Master,15,17953,60,Married,2,Own,189,0.6076724508928074,5,0,0,Home,0,15,25,3130,924,174562,5743,4790.666666666667,0.9674071881849148,0,1
53,501,Self-Employed,High School,31,26405,60,Married,1,Mortgage,149,0.2335528889977543,0,1,0,Auto,1,28,1,384,1390,9782,9187,3065.0,0.8685754258804472,8,0
51,528,Employed,High School,27,34742,36,Married,0,Own,353,0.2885088395562003,2,0,0,Debt Consolidation,0,19,23,7906,980,107636,44988,1371.25,0.7418890005967129,4,0
22,556,Employed,Associate,0,38755,60,Married,3,Mortgage,449,0.1751214686958286,1,0,0,Debt Consolidation,0,22,29,795,306,51729,194119,1767.1666666666667,0.8301402922077691,11,0
43,564,Employed,Master,21,10840,48,Married,0,Mortgage,690,0.1055401890273059,1,0,0,Auto,0,20,16,532,971,21289,11331,3980.1666666666665,0.9420041774371728,5,1
41,508,Employed,Bachelor,18,27447,48,Single,1,Other,259,0.4014715997254163,3,0,0,Home,0,25,26,731,433,70369,62976,4813.166666666667,0.8158142440365898,6,0
43,603,Employed,Master,18,9587,36,Divorced,2,Mortgage,185,0.131395889798895,2,2,0,Home,0,27,21,1206,172,29985,18636,1425.5,0.8413364343724993,4,0
30,521,Employed,High School,7,15986,24,Married,1,Mortgage,328,0.2532507884182002,6,2,0,Auto,0,16,3,7459,445,282857,46120,1250.0,0.7786635508862713,5,0
26,592,Employed,High School,4,50289,72,Single,5,Rent,254,0.1521546745502078,2,2,0,Debt Consolidation,0,29,16,1014,312,61435,8838,8908.833333333334,0.938274863376102,5,0
34,619,Self-Employed,High School,11,9757,60,Married,3,Mortgage,327,0.3685026199577538,5,1,1,Education,0,24,23,4504,856,25418,20052,5287.0,0.8615926640305006,4,0
38,618,Employed,Bachelor,13,9066,48,Single,2,Rent,122,0.2540375467997161,9,1,0,Other,0,23,5,3473,2992,151773,7296,2353.333333333333,0.640413965582378,5,0
54,541,Employed,Master,30,15201,84,Divorced,2,Mortgage,761,0.3160213397643753,4,0,0,Auto,1,26,20,17164,565,248014,9303,4949.083333333333,0.7817345178534395,6,1
61,623,Employed,Associate,41,19225,72,Married,1,Mortgage,134,0.1235671497975561,0,1,0,Home,0,19,15,3176,158,19533,24554,3840.4166666666665,0.4699288232390424,4,0
56,519,Employed,High School,32,22670,60,Single,0,Rent,388,0.1624699202032512,3,1,0,Education,0,21,26,1439,119,77807,5035,3826.8333333333335,0.6748802637987961,3,0
50,600,Employed,Bachelor,27,17192,48,Single,1,Mortgage,256,0.3711413430204896,4,0,0,Home,0,21,2,394,161,54509,51242,3796.0833333333335,0.797816655734984,6,0
27,546,Employed,High School,2,13693,36,Divorced,2,Mortgage,325,0.2828347933996544,5,0,0,Debt Consolidation,0,31,14,1555,198,186823,25901,1355.5833333333333,0.8659337203300934,3,0
35,524,Employed,Bachelor,12,24432,48,Divorced,2,Mortgage,482,0.3546631189007206,2,0,0,Education,0,25,26,835,95,238131,17025,5175.25,0.8705072841269558,6,1
42,577,Employed,High School,20,36503,84,Divorced,0,Rent,423,0.2876897887915055,9,0,0,Education,0,29,19,7172,803,76750,7384,11112.833333333334,0.9206284658168918,3,1
32,573,Employed,Master,12,22833,60,Married,0,Mortgage,242,0.1738461131086311,7,1,0,Debt Consolidation,0,24,5,1545,418,71964,16517,6233.25,0.6445694542855481,6,0
46,595,Employed,Master,25,17773,48,Married,1,Rent,411,0.3484535456726207,3,0,0,Auto,0,24,17,13808,766,14574,14007,5341.5,0.8265667985452333,3,1
48,434,Self-Employed,Bachelor,23,20653,36,Single,2,Rent,190,0.361908357026192,4,0,0,Debt Consolidation,0,22,22,3425,2048,20047,32001,4398.166666666667,0.8243666770353741,2,0
46,502,Employed,High School,23,28602,48,Single,1,Rent,282,0.1880681823398439,3,0,0,Auto,0,26,21,1615,798,46367,27351,2381.583333333333,0.8295409171327026,6,0
52,453,Unemployed,High School,30,9029,60,Married,0,Mortgage,837,0.062846975282959,3,1,0,Home,0,29,15,3281,1257,118763,26753,3129.4166666666665,0.7796764573864299,10,0
29,540,Employed,High School,4,32055,96,Married,1,Mortgage,422,0.4927820555222321,5,0,0,Home,0,24,3,2064,2810,28146,25808,4593.416666666667,0.7878620447209604,7,0
51,626,Employed,Bachelor,26,29673,72,Single,3,Other,459,0.4109912214999704,2,1,0,Education,0,21,26,3042,1436,55603,125635,9254.583333333334,0.4624276095180688,4,1
31,556,Employed,High School,10,18549,36,Single,1,Mortgage,131,0.7038998858708793,4,0,0,Debt Consolidation,0,26,5,6863,540,282273,19630,6890.583333333333,0.8293511006719265,3,1
28,491,Employed,Master,3,20655,72,Married,2,Rent,264,0.4870886584184734,2,0,0,Auto,0,28,4,1935,1539,168787,9429,4689.5,0.8422450514430946,6,0
46,615,Employed,Master,27,50331,24,Married,3,Other,448,0.3472372617484917,4,0,0,Home,0,19,10,7377,2811,73938,21382,6706.916666666667,0.8284358541048856,6,0
54,584,Employed,High School,31,20855,60,Married,1,Rent,214,0.5677316314070422,4,0,0,Auto,0,29,7,30964,2722,78848,16495,3809.0833333333335,0.8585675411250893,1,0
45,584,Employed,Bachelor,22,65447,84,Married,1,Rent,287,0.4212633666660857,5,1,0,Other,1,18,19,5194,1350,63175,11908,5169.75,0.8655456084010056,4,0
40,605,Employed,Bachelor,15,29326,36,Single,2,Rent,419,0.5357525816900653,5,4,0,Home,0,18,9,484,2097,79016,28076,4294.166666666667,0.9173689500724432,2,0
43,512,Employed,Associate,20,25920,36,Single,2,Mortgage,321,0.3752385088075925,1,1,0,Other,0,21,17,1392,3427,31382,129744,4732.333333333333,0.6941249490796406,5,0
41,538,Employed,High School,19,29010,48,Married,1,Rent,421,0.3942313638685572,3,0,0,Auto,0,21,11,1061,3472,354644,58397,2275.0,0.7669455851209745,7,0
26,594,Employed,High School,4,10153,12,Married,0,Mortgage,880,0.2705087605277226,4,2,0,Education,0,33,9,2399,3380,19006,23765,1756.4166666666667,0.8903295615258264,4,0
25,541,Employed,Bachelor,0,10284,48,Widowed,1,Rent,676,0.5448806987107612,3,2,0,Debt Consolidation,0,24,23,993,197,175181,146074,2400.333333333333,0.8694405144585221,7,0
39,468,Employed,High School,16,25024,48,Married,2,Mortgage,451,0.2689084480397936,6,1,0,Education,0,29,15,224,2391,91139,21038,3655.4166666666665,0.9463787621148726,4,0
40,624,Employed,Bachelor,16,31027,84,Married,0,Own,399,0.1754943721983978,2,0,0,Home,0,17,3,4306,641,110510,47061,2880.333333333333,0.8278289558264371,5,0
40,637,Employed,Master,22,10799,72,Married,2,Mortgage,648,0.1546939975046203,3,1,0,Debt Consolidation,0,17,14,13025,1176,62886,80618,21958.0,0.6989315063371381,7,1
48,464,Employed,Bachelor,27,43498,36,Single,1,Mortgage,484,0.2071090016432229,7,0,0,Auto,0,19,29,1910,1063,9006,32121,5241.25,0.5674664384206708,5,0
37,573,Employed,Doctorate,13,30466,48,Divorced,0,Mortgage,627,0.4293169227402882,3,1,0,Debt Consolidation,0,27,2,1693,1243,62872,31969,11902.083333333334,0.9221980168051712,6,1
46,629,Employed,Bachelor,27,20215,120,Single,0,Other,437,0.1889576683893319,1,0,0,Education,0,25,26,1616,378,157358,59808,9568.166666666666,0.9112611491285206,5,1
38,633,Employed,Associate,14,40802,60,Single,0,Mortgage,369,0.1678488796140858,0,0,0,Home,0,25,29,1868,9820,664482,13524,5739.416666666667,0.8957005525236521,7,1
61,667,Employed,Master,40,19106,60,Divorced,1,Own,978,0.1963625906119389,5,0,0,Home,0,27,23,3829,3045,24841,10909,5884.083333333333,0.7948351716869266,4,1
40,632,Employed,Associate,20,16734,36,Single,5,Other,300,0.4816782659119789,1,1,0,Home,0,21,27,1450,1442,120137,36366,2205.1666666666665,0.8674529886721124,7,0
68,587,Employed,Doctorate,47,22574,24,Single,0,Own,744,0.5505002284072871,6,1,0,Education,1,12,19,1721,1036,53818,55504,4360.333333333333,0.9339960434746452,5,0
44,640,Self-Employed,Associate,18,18294,12,Divorced,0,Mortgage,311,0.3855214159357354,4,1,0,Debt Consolidation,0,26,5,3917,1347,59618,11391,7194.333333333333,0.7116812678635324,6,1
37,635,Employed,Doctorate,14,13467,72,Married,1,Own,415,0.2916205769796058,4,1,1,Debt Consolidation,0,19,27,5754,2275,274475,20074,5852.833333333333,0.8500629710690004,10,1
29,529,Employed,High School,8,14461,12,Married,0,Own,365,0.3444258187888632,1,0,0,Auto,0,28,22,2091,1154,333971,39446,2145.6666666666665,0.8687519848224132,5,0
22,503,Employed,High School,0,28209,84,Married,3,Own,362,0.352774628617842,1,3,0,Debt Consolidation,0,21,29,2052,1600,31618,7704,2798.083333333333,0.7098531811279664,2,0
28,587,Employed,High School,4,16091,72,Single,2,Mortgage,286,0.1597491225657902,5,0,0,Auto,0,24,29,3805,359,154414,105028,3734.1666666666665,0.656724051425462,5,1
29,445,Employed,High School,7,10537,48,Married,0,Rent,495,0.2604108593196971,6,4,0,Debt Consolidation,0,26,15,1573,235,30477,148047,3239.5,0.6416370203995533,9,0
44,662,Employed,Bachelor,20,20630,36,Married,3,Own,356,0.2028123079684846,4,2,0,Home,1,34,7,4730,679,136384,60003,4437.666666666667,0.9691904738278264,8,0
33,575,Employed,High School,8,16519,24,Single,0,Own,305,0.6229684900151784,2,1,0,Education,0,22,27,8824,1955,19494,11850,3297.75,0.9183218901433484,3,0
42,641,Employed,Bachelor,18,23065,36,Married,0,Mortgage,123,0.2666463841680181,1,1,0,Education,0,23,4,11100,1015,26958,25266,1250.0,0.5307279087134276,5,0
55,595,Employed,Bachelor,34,17529,36,Widowed,3,Mortgage,348,0.4028230551859518,3,4,0,Home,0,15,17,9876,155,52501,38321,4429.916666666667,0.7256825901640677,4,0
38,628,Employed,Bachelor,18,59524,48,Single,0,Rent,401,0.277683863570584,4,2,0,Home,0,33,15,1593,761,54283,15066,2393.833333333333,0.792187910814948,1,0
64,612,Self-Employed,Master,45,14304,36,Married,3,Rent,560,0.3807462990830264,3,3,0,Debt Consolidation,1,29,14,779,4099,15111,76166,7829.75,0.953125619892419,2,1
25,609,Employed,High School,4,20653,24,Married,0,Rent,366,0.4241625990183579,2,2,0,Home,0,16,24,1844,851,265662,12582,3804.3333333333335,0.8001253299540635,2,0
38,567,Employed,High School,16,17341,48,Married,3,Own,161,0.3499645741844124,5,2,0,Other,0,21,12,10534,358,189106,19207,6911.166666666667,0.9133372958360232,5,1
33,579,Employed,High School,11,25023,84,Divorced,3,Mortgage,605,0.2025046713759018,4,0,0,Debt Consolidation,0,24,25,7864,1977,40657,13917,4775.166666666667,0.8808842792523562,1,0
51,526,Employed,High School,29,51094,60,Divorced,3,Rent,285,0.3473988266952382,0,0,0,Education,0,26,5,3115,8219,31822,27485,8761.0,0.8126879885443118,2,0
18,586,Employed,Associate,0,38431,12,Single,3,Mortgage,447,0.2065611627490752,5,0,0,Debt Consolidation,0,30,26,2930,431,28153,19815,1250.0,0.7907088433772512,4,0
22,623,Employed,Doctorate,0,30569,84,Widowed,0,Mortgage,472,0.1516822622902362,3,1,0,Other,0,15,8,2991,1235,27270,25213,3456.9166666666665,0.9728448733367894,10,0
38,596,Employed,Associate,16,15222,24,Widowed,0,Rent,316,0.3152247811077873,3,0,0,Home,0,32,19,483,529,63610,10194,1250.0,0.8414530085427057,5,0
58,632,Employed,Associate,39,27805,36,Single,1,Mortgage,367,0.0683047248298043,3,5,0,Auto,0,31,13,2594,1065,95702,17347,6557.25,0.901268853919097,7,0
42,631,Employed,Master,15,18907,24,Divorced,1,Rent,422,0.1291345075097539,2,0,0,Home,1,23,28,2163,325,163826,12150,4221.083333333333,0.9308433311316664,3,0
23,537,Self-Employed,Master,3,41306,84,Married,0,Mortgage,532,0.3965578477299644,1,0,0,Debt Consolidation,0,19,9,11840,1948,55202,23811,2859.333333333333,0.6253456911837566,9,0
25,573,Employed,Doctorate,4,19359,48,Married,2,Rent,212,0.2079180225686482,2,1,0,Home,0,28,22,3782,1773,69732,6407,4746.75,0.8678382015505177,8,1
60,575,Self-Employed,Master,36,27884,60,Married,1,Other,552,0.1306845017619553,2,3,0,Education,0,27,18,1431,3015,375222,5221,2853.833333333333,0.8086177337497203,4,0
32,613,Employed,Bachelor,9,43226,36,Married,4,Rent,307,0.3438475516425144,3,2,0,Debt Consolidation,0,29,26,1767,503,84864,3598,11420.083333333334,0.7391203856498464,4,1
28,559,Employed,High School,2,25254,120,Married,4,Own,830,0.3163725070169808,2,3,0,Home,0,20,17,2434,2075,152308,6318,2698.75,0.638921565786233,4,0
57,645,Employed,Bachelor,33,14841,48,Married,0,Mortgage,597,0.1942630782365462,2,0,0,Auto,0,26,21,25037,1347,82119,22194,4551.416666666667,0.9228427348333288,2,0
52,596,Employed,High School,30,69873,72,Single,1,Other,236,0.3330117240556168,5,1,1,Auto,0,24,14,12353,474,147296,5594,3322.25,0.8018122647194633,4,0
55,566,Employed,High School,30,16680,48,Married,4,Mortgage,224,0.2507821031778545,2,1,0,Home,0,18,2,20756,602,21358,16115,5783.916666666667,0.7296442225734063,3,0
28,583,Self-Employed,Master,3,27782,24,Married,2,Rent,433,0.2445071875095997,1,0,0,Home,0,26,6,4219,543,59295,6828,2041.9166666666667,0.9134993276312164,6,0
21,558,Employed,Associate,0,11032,60,Married,2,Mortgage,474,0.1860335998608505,2,0,0,Auto,0,20,6,4360,1661,67263,3431,5117.166666666667,0.8032798318461325,7,0
41,571,Employed,Bachelor,17,18245,60,Widowed,0,Rent,404,0.503750594170619,4,0,0,Home,0,26,4,2118,186,37885,3810,3339.583333333333,0.7045531270645119,7,0
44,410,Employed,Bachelor,22,51580,60,Widowed,1,Rent,404,0.2072217132257201,0,2,0,Debt Consolidation,0,25,26,7199,815,109200,34071,2544.583333333333,0.75781813772411,0,0
44,499,Employed,Associate,22,13040,72,Single,3,Mortgage,297,0.5936058656562926,3,2,0,Home,0,24,1,1126,1645,28813,56504,5929.416666666667,0.8808685088352134,7,1
57,657,Employed,Associate,34,16075,48,Married,4,Other,579,0.6252359133268162,1,0,0,Debt Consolidation,1,26,15,2986,2401,91940,108002,3731.4166666666665,0.839100705718748,6,0
19,578,Employed,Master,0,67496,12,Married,2,Other,518,0.4887463573828577,3,0,0,Debt Consolidation,0,25,28,7532,4501,190082,22567,5300.75,0.688475623547714,5,0
50,556,Employed,Master,28,16489,36,Married,3,Mortgage,462,0.3096936724699562,2,1,0,Home,0,19,18,935,7070,79746,15066,6564.333333333333,0.7292490863999339,6,1
26,543,Employed,High School,2,15254,12,Single,3,Rent,447,0.2984897417368613,6,1,0,Home,0,22,24,3100,191,137332,32014,2433.25,0.8043050075552611,8,0
50,542,Employed,High School,31,15362,60,Widowed,4,Mortgage,279,0.1800023064720343,3,1,0,Home,0,15,28,4497,464,179614,18628,4428.583333333333,0.8207195684778272,3,1
34,612,Employed,Bachelor,14,30786,36,Single,1,Rent,477,0.1983556090512321,3,2,0,Auto,1,18,28,965,4817,46656,26522,3366.333333333333,0.7117138007101015,4,0
30,504,Employed,Bachelor,6,50824,60,Married,0,Mortgage,827,0.4760610780132824,3,0,0,Home,0,30,5,1726,262,68998,18318,3905.6666666666665,0.97330438539418,8,0
32,625,Employed,Bachelor,10,21857,108,Widowed,3,Own,405,0.5939187497965348,2,1,0,Home,0,26,10,1877,1928,96926,69080,5905.583333333333,0.9360988765962502,6,0
22,625,Employed,Bachelor,0,18122,84,Single,2,Mortgage,346,0.3720007937650407,3,0,0,Other,0,21,6,3212,1341,22993,25286,2359.4166666666665,0.8664740150475767,6,0
40,594,Employed,Bachelor,17,19072,36,Single,0,Rent,297,0.1929866874047003,1,1,1,Debt Consolidation,0,22,21,614,1814,29421,35820,5182.75,0.9490321927651896,5,0
30,588,Unemployed,Master,10,13776,36,Married,3,Mortgage,483,0.1931401661779512,3,2,0,Home,1,18,23,8174,85,92260,11819,5813.416666666667,0.9398908546373468,7,1
49,665,Employed,Bachelor,26,13204,108,Married,1,Other,260,0.0614483699719105,1,3,0,Auto,0,25,11,1650,820,88943,14222,2036.3333333333333,0.6539855725113531,6,0
47,593,Employed,High School,23,29146,60,Married,1,Mortgage,351,0.4369596268357065,6,0,0,Debt Consolidation,1,24,20,498,618,75250,17652,2369.25,0.839344177920446,3,0
60,672,Employed,Master,37,16281,84,Married,0,Mortgage,613,0.0594167550239252,3,1,0,Debt Consolidation,0,17,24,505,166,28243,78347,3746.5,0.7783340402429275,2,0
44,542,Unemployed,Associate,22,34032,12,Single,1,Other,428,0.5483547885779918,1,2,0,Other,0,33,20,2300,2165,45997,21028,3170.75,0.8060147377205238,6,0
46,590,Self-Employed,Master,24,4970,12,Single,0,Mortgage,615,0.1345530734243703,4,1,0,Home,1,26,18,868,200,28216,12750,2733.083333333333,0.7601886253109026,4,0
56,537,Unemployed,Master,35,42398,60,Single,2,Mortgage,335,0.6452311440162297,2,2,0,Education,0,23,14,181,2441,90066,25762,9572.083333333334,0.763262775824526,6,0
32,611,Employed,High School,12,13540,36,Married,2,Own,425,0.4027255715673978,2,3,0,Auto,0,23,5,8089,378,24385,19873,6613.333333333333,0.937690036070932,7,0
22,579,Employed,Bachelor,2,30510,36,Married,2,Rent,415,0.1923739081759274,1,1,0,Other,0,23,15,5975,2519,62709,2451,2544.5,0.9230914986106844,5,0
42,585,Self-Employed,Bachelor,19,38761,120,Divorced,4,Mortgage,478,0.1474181903147018,2,1,0,Home,0,24,12,3358,275,154095,18857,1936.5,0.8305026573697541,4,0
22,485,Employed,Doctorate,1,23187,48,Married,0,Mortgage,326,0.4559459660462145,6,0,0,Home,0,22,3,6702,2516,43128,133157,4568.583333333333,0.8403889654794982,3,0
69,652,Employed,Associate,45,30585,72,Divorced,0,Mortgage,960,0.2741666557296833,2,2,0,Home,0,22,19,1815,1144,67060,19297,9487.666666666666,0.5142735288499614,7,1
57,613,Employed,High School,36,22963,96,Married,4,Mortgage,457,0.1552468205726824,2,1,0,Other,0,22,10,1723,1027,51264,26061,14863.5,0.8115334683343761,3,1
65,477,Employed,High School,45,56907,24,Married,4,Rent,1564,0.3275390582414577,1,3,0,Education,0,30,25,964,4740,18979,2484,3003.9166666666665,0.9136144946333732,5,0
40,574,Employed,Associate,18,26897,48,Divorced,0,Rent,212,0.4336565989984288,0,1,0,Debt Consolidation,0,16,2,916,2195,102435,7787,1250.0,0.8239198404108581,7,0
46,605,Employed,Bachelor,19,12304,24,Single,3,Rent,378,0.2850902586831646,7,3,0,Home,0,23,23,624,144,138510,56842,1718.5833333333333,0.7980720004164898,5,0
34,593,Employed,High School,12,21008,108,Single,1,Rent,595,0.3695980132539624,4,1,0,Debt Consolidation,0,24,14,2166,327,32928,50872,1250.0,0.7929763697420994,8,0
